0.427365 -0.526200 -0.506410 1.67404059748E9
0.427364 -0.526196 -0.506411 1.67404059758E9
0.427362 -0.526198 -0.506412 1.67404059768E9
0.427362 -0.526199 -0.506412 1.67404059778E9
0.427360 -0.526198 -0.506410 1.67404059788E9
0.427367 -0.526200 -0.506410 1.67404059798E9
0.427362 -0.526201 -0.506410 1.67404059808E9
0.427364 -0.526202 -0.506411 1.67404059818E9
0.427367 -0.526199 -0.506411 1.67404059828E9
0.427362 -0.526197 -0.506411 1.67404059838E9
0.427365 -0.526197 -0.506411 1.67404059848E9
0.427365 -0.526198 -0.506410 1.67404059858E9
0.427364 -0.526196 -0.506410 1.67404059868E9
0.427366 -0.526198 -0.506412 1.67404059878E9
0.427359 -0.526199 -0.506411 1.67404059888E9
0.427367 -0.526201 -0.506411 1.67404059898E9
0.427356 -0.526199 -0.506410 1.67404059908E9
0.427364 -0.526206 -0.506410 1.67404059918E9
0.427364 -0.526198 -0.506408 1.67404059928E9
0.427363 -0.526202 -0.506410 1.67404059938E9
0.427366 -0.526198 -0.506409 1.67404059948E9
0.427365 -0.526198 -0.506411 1.67404059958E9
0.427363 -0.526199 -0.506409 1.67404059968E9
0.427362 -0.526199 -0.506411 1.67404059978E9
0.427361 -0.526201 -0.506411 1.67404059988E9
0.427365 -0.526203 -0.506411 1.67404059998E9
0.427358 -0.526200 -0.506411 1.67404060008E9
0.427367 -0.526203 -0.506412 1.67404060018E9
0.427361 -0.526198 -0.506410 1.67404060028E9
0.427365 -0.526200 -0.506409 1.67404060038E9
0.427367 -0.526195 -0.506411 1.67404060048E9
0.427362 -0.526198 -0.506410 1.67404060058E9
0.427362 -0.526199 -0.506411 1.67404060068E9
0.427361 -0.526201 -0.506410 1.67404060078E9
0.427362 -0.526201 -0.506411 1.67404060088E9
0.427363 -0.526203 -0.506411 1.67404060098E9
0.427358 -0.526203 -0.506411 1.67404060108E9
0.427365 -0.526202 -0.506411 1.67404060118E9
0.427361 -0.526200 -0.506409 1.67404060128E9
0.427362 -0.526200 -0.506411 1.67404060138E9
0.427365 -0.526198 -0.506410 1.67404060148E9
0.427362 -0.526199 -0.506411 1.67404060158E9
0.427365 -0.526199 -0.506410 1.67404060168E9
0.427359 -0.526200 -0.506410 1.67404060178E9
0.427364 -0.526202 -0.506411 1.67404060188E9
0.427360 -0.526201 -0.506412 1.67404060198E9
0.427361 -0.526204 -0.506412 1.67404060208E9
0.427366 -0.526200 -0.506412 1.67404060218E9
0.427360 -0.526201 -0.506411 1.67404060228E9
0.427367 -0.526198 -0.506412 1.67404060238E9
0.427363 -0.526199 -0.506409 1.67404060248E9
0.427364 -0.526196 -0.506412 1.67404060258E9
0.427362 -0.526200 -0.506412 1.67404060268E9
0.427362 -0.526199 -0.506411 1.67404060278E9
0.427365 -0.526204 -0.506411 1.67404060288E9
0.427358 -0.526202 -0.506411 1.67404060298E9
0.427364 -0.526204 -0.506410 1.67404060308E9
0.427366 -0.526199 -0.506410 1.67404060318E9
0.427361 -0.526201 -0.506410 1.67404060328E9
0.427364 -0.526197 -0.506411 1.67404060338E9
0.427365 -0.526199 -0.506411 1.67404060348E9
0.427364 -0.526196 -0.506411 1.67404060358E9
0.427365 -0.526200 -0.506411 1.67404060368E9
0.427358 -0.526203 -0.506409 1.67404060378E9
0.427367 -0.526203 -0.506411 1.67404060388E9
0.427358 -0.526201 -0.506410 1.67404060398E9
0.427367 -0.526205 -0.506411 1.67404060408E9
0.427363 -0.526198 -0.506410 1.67404060418E9
0.427365 -0.526204 -0.506410 1.67404060428E9
0.427366 -0.526196 -0.506411 1.67404060438E9
0.427363 -0.526200 -0.506411 1.67404060448E9
0.427366 -0.526198 -0.506410 1.67404060458E9
0.427360 -0.526203 -0.506411 1.67404060468E9
0.427363 -0.526201 -0.506411 1.67404060478E9
0.427365 -0.526204 -0.506411 1.67404060488E9
0.427358 -0.526202 -0.506411 1.67404060498E9
0.427365 -0.526206 -0.506412 1.67404060508E9
0.427362 -0.526198 -0.506412 1.67404060518E9
0.427363 -0.526202 -0.506411 1.67404060528E9
0.427366 -0.526198 -0.506411 1.67404060538E9
0.427363 -0.526199 -0.506411 1.67404060548E9
0.427366 -0.526200 -0.506410 1.67404060558E9
0.427359 -0.526203 -0.506410 1.67404060568E9
0.427367 -0.526201 -0.506411 1.67404060578E9
0.427358 -0.526203 -0.506411 1.67404060588E9
0.427365 -0.526204 -0.506411 1.67404060598E9
0.427364 -0.526202 -0.506412 1.67404060608E9
0.427365 -0.526200 -0.506411 1.67404060618E9
0.427365 -0.526201 -0.506411 1.67404060628E9
0.427366 -0.526197 -0.506410 1.67404060638E9
0.427363 -0.526198 -0.506411 1.67404060648E9
0.427366 -0.526200 -0.506410 1.67404060658E9
0.427360 -0.526201 -0.506410 1.67404060668E9
0.427365 -0.526204 -0.506411 1.67404060678E9
0.427361 -0.526203 -0.506412 1.67404060688E9
0.427363 -0.526205 -0.506411 1.67404060698E9
0.427367 -0.526201 -0.506411 1.67404060708E9
0.427362 -0.526202 -0.506409 1.67404060718E9
0.427367 -0.526198 -0.506411 1.67404060728E9
0.427364 -0.526202 -0.506409 1.67404060738E9
0.427365 -0.526199 -0.506410 1.67404060748E9
0.427364 -0.526202 -0.506411 1.67404060758E9
0.427359 -0.526203 -0.506410 1.67404060768E9
0.427365 -0.526203 -0.506412 1.67404060778E9
0.427359 -0.526203 -0.506411 1.67404060788E9
0.427364 -0.526205 -0.506412 1.67404060798E9
0.427366 -0.526199 -0.506412 1.67404060808E9
0.427364 -0.526204 -0.506411 1.67404060818E9
0.427367 -0.526198 -0.506411 1.67404060828E9
0.427363 -0.526202 -0.506411 1.67404060838E9
0.427365 -0.526199 -0.506410 1.67404060848E9
0.427364 -0.526202 -0.506411 1.67404060858E9
0.427362 -0.526201 -0.506411 1.67404060868E9
0.427366 -0.526205 -0.506412 1.67404060878E9
0.427360 -0.526202 -0.506410 1.67404060888E9
0.427367 -0.526205 -0.506412 1.67404060898E9
0.427364 -0.526200 -0.506411 1.67404060908E9
0.427361 -0.526203 -0.506413 1.67404060918E9
0.427367 -0.526199 -0.506411 1.67404060928E9
0.427362 -0.526201 -0.506411 1.67404060938E9
0.427366 -0.526199 -0.506411 1.67404060948E9
0.427361 -0.526203 -0.506411 1.67404060958E9
0.427364 -0.526203 -0.506412 1.67404060968E9
