time,x,y,z
8.613999999,2.277155637741089,1.2219421863555908,-0.004576421342790127
8.713999999,2.3201870918273926,1.2713966369628906,-0.00452177319675684
8.813999999,2.366790294647217,1.3181076049804688,-0.00477473484352231
8.913999999,2.4195961952209473,1.3575239181518555,-0.00430462509393692
9.013999999,2.477647066116333,1.388744592666626,-0.003807510482147336
9.113999999,2.5390968322753906,1.4109307527542114,-0.004459265153855085
9.213999999,2.601560592651367,1.4257746934890747,-0.004188598599284887
9.313999999,2.6649694442749023,1.4410346746444702,-0.0038275481201708317
9.413999999,2.728872060775757,1.4565402269363403,-0.004027273505926132
9.513999999,2.7925491333007812,1.4720280170440674,-0.003994544502347708
9.613999999,2.85685658454895,1.4875280857086182,-0.004250864032655954
9.713999999,2.923065185546875,1.4964817762374878,-0.004169044084846973
9.813999999,2.9887216091156006,1.4954124689102173,-0.0038376315496861935
9.913999999,3.0534441471099854,1.4846729040145874,-0.0031037197913974524
10.013999999,3.1164486408233643,1.464431643486023,-0.002731397282332182
10.113999999,3.174335479736328,1.4359581470489502,-0.0019465865334495902
10.213999999,3.2276272773742676,1.399375319480896,-0.002276691375300288
10.313999999,3.276951551437378,1.3539131879806519,-0.001222461462020874
10.413999999,3.317976236343384,1.3030222654342651,-0.0008740966441109776
10.513999999,3.3521413803100586,1.2451382875442505,-0.0002833408652804792
10.613999999,3.376854419708252,1.1841323375701904,0.00033478494151495397
10.713999999,3.392629384994507,1.1192492246627808,0.0013928319094702601
10.813999999,3.3988442420959473,1.0516438484191895,0.00258821714669466
10.913999999,3.3950271606445312,0.9874422550201416,0.0038316829595714808
11.013999999,3.3814339637756348,0.9212388396263123,0.00506543880328536
11.113999999,3.358832836151123,0.8595933318138123,0.005659648682922125
11.213999999,3.327164649963379,0.8012340664863586,0.0068032387644052505
11.313999999,3.2871296405792236,0.7478706240653992,0.00830323901027441
11.413999999,3.240429639816284,0.7017163634300232,0.009803238324820995
11.513999999,3.1866023540496826,0.6621174216270447,0.011303238570690155
11.613999999,3.1280202865600586,0.6310969591140747,0.012803238816559315
11.713999999,3.0648598670959473,0.608713686466217,0.014303239062428474
11.813999999,3.0004191398620605,0.5961695313453674,0.01580323837697506
11.913999999,2.9337334632873535,0.5930246710777283,0.017303239554166794
12.013999999,2.867305040359497,0.5996313095092773,0.01880323886871338
12.113999999,2.804152250289917,0.6155332922935486,0.020303238183259964
12.213999999,2.7398016452789307,0.6332416534423828,0.0218032393604517
12.313999999,2.6767578125,0.6494098901748657,0.023303238674998283
12.413999999,2.61244535446167,0.6655222773551941,0.02480323798954487
12.513999999,2.5487608909606934,0.6813944578170776,0.026303239166736603
12.613999999,2.4851233959198,0.6972364783287048,0.027803238481283188
12.713999999,2.420902967453003,0.7132198810577393,0.029303237795829773
12.813999999,2.357166290283203,0.7288508415222168,0.030803238973021507
12.913999999,2.2912776470184326,0.7370680570602417,0.03230324015021324
13.013999999,2.2230265140533447,0.7339605689048767,0.03380323946475983
13.113999999,2.158738136291504,0.7206573486328125,0.03530323877930641
13.213999999,2.098029851913452,0.6982907652854919,0.036803238093853
13.313999999,2.0379230976104736,0.6659871935844421,0.03830323740839958
13.413999999,1.9848357439041138,0.6262579560279846,0.039803240448236465
13.513999999,1.9377772808074951,0.5788475275039673,0.04130323976278305
13.613999999,1.8968019485473633,0.523553192615509,0.042803239077329636
13.713999999,1.8669793605804443,0.4671950936317444,0.04430323839187622
13.813999999,1.8331352472305298,0.40798425674438477,0.045803237706422806
13.913999999,1.8002716302871704,0.353111207485199,0.04730323702096939
14.013999999,1.7658920288085938,0.2964460253715515,0.048803240060806274
14.113999999,1.7316460609436035,0.24015222489833832,0.05030323937535286
14.213999999,1.6979881525039673,0.18485470116138458,0.051803238689899445
14.313999999,1.6631208658218384,0.12757475674152374,0.05330323800444603
14.413999999,1.6296625137329102,0.0726102888584137,0.054803237318992615
14.513999999,1.594762921333313,0.01527902577072382,0.0563032403588295
14.613999999,1.5609376430511475,-0.04028764367103577,0.05780323967337608
14.713999999,1.5265318155288696,-0.09680680185556412,0.05930323898792267
14.813999999,1.5133588314056396,-0.1184440404176712,0.060803238302469254
14.913999999,1.522009015083313,-0.10423433035612106,0.06230323761701584
15.013999999,1.5178163051605225,-0.11112001538276672,0.060803238302469254
15.113999999,1.5187536478042603,-0.109580397605896,0.06230323761701584
15.213999999,1.5213011503219604,-0.10539983212947845,0.06091869994997978
