time,x,y,z,q1,q2,q3,q4
15.659,1.0000001192092896,1.0,4.790974140167236,0.8698623776435852,2.5514550541783088e-11,-0.49329206347465515,-5.564394500723324e-10
15.758,1.0000001192092896,1.0,12.77450942993164,0.769646406173706,-5.055446616886172e-10,-0.6384720206260681,-1.696600748779531e-09
15.765,1.0000001192092896,1.0,12.774653434753418,0.7308090925216675,-1.0157821805911738e-10,-0.6825828552246094,-1.4090926203635945e-09
15.774000000000001,1.0000001192092896,1.0,12.774816513061523,0.7159072756767273,1.1528601406851635e-09,-0.6981958150863647,-1.1191138293842329e-10
15.784,1.0000001192092896,1.0,12.77500057220459,0.7103512287139893,3.358718858592624e-09,-0.7038475275039673,2.1522064130863328e-09
15.795,1.0000001192092896,1.0,12.775203704833984,0.7082998752593994,6.2141096712764465e-09,-0.7059116959571838,5.048207629698709e-09
15.804,1.0000001192092896,1.0,12.775426864624023,0.7075451016426086,9.010884483018344e-09,-0.7066681981086731,7.865708973042729e-09
15.814,1.0000001192092896,1.0,12.775671005249023,0.7072677612304688,1.1592145909844476e-08,-0.7069457769393921,1.0456481902565429e-08
15.825,1.0000001192092896,1.0,12.775934219360352,0.7071658968925476,1.3874763560295378e-08,-0.7070476412773132,1.274321981270532e-08
15.835,1.0000001192092896,1.0,12.776217460632324,0.7071284651756287,1.5971549416349262e-08,-0.7070850729942322,1.4841727846715003e-08
15.844,1.0000001192092896,1.0,12.776521682739258,0.7071147561073303,1.8452052330530933e-08,-0.7070987820625305,1.7322964396271345e-08
15.854,1.0000001192092896,1.0,12.77684497833252,0.7071096897125244,2.1259781490812202e-08,-0.7071038484573364,2.013100441899951e-08
15.864,1.0000001192092896,1.0,12.777188301086426,0.7071078419685364,2.398078713383711e-08,-0.7071056962013245,2.2852137959716856e-08
15.875,1.0000001192092896,1.0,12.777551651000977,0.7071071863174438,2.657837860908785e-08,-0.7071064114570618,2.5449782725672776e-08
15.884,1.0000001192092896,1.0,12.777935028076172,0.7071069478988647,2.899852269422354e-08,-0.7071066498756409,2.78699463507337e-08
15.895,1.0000001192092896,1.0,12.778339385986328,0.7071068286895752,3.130228165559856e-08,-0.7071067094802856,3.017371597024976e-08
15.905,1.0000001192092896,1.0,12.778762817382812,0.7071068286895752,3.376789692310922e-08,-0.7071067690849304,3.2639331237760416e-08
15.915,1.0000001192092896,1.0,12.779206275939941,0.7071067690849304,3.6381102574978286e-08,-0.7071067690849304,3.525254044234316e-08
15.931000000000001,1.0000001192092896,1.0,12.80565357208252,0.7071067690849304,3.906664503006141e-08,-0.7071067690849304,3.7938082897426284e-08
