,time,x,y,z,q1,q2,q3,q4
93,13.677,0.001132917301140824,0.0010984144341056902,0.17494106519874075,-0.002007589977275512,8.557959723437302e-05,-0.0005965307243436252,0.9999978032024424
94,13.678,0.0011329467733086278,0.0010982744160618362,0.17494089074326663,-0.0020061586594455004,8.575427352620961e-05,-0.0005965305801192387,0.9999978060600456
95,13.683,0.001132997383277523,0.0010981173602979822,0.17494096083374971,-0.0020060627416060763,8.592424061382323e-05,-0.000596532892928311,0.9999978062364985
96,13.683,0.0011330230688688272,0.0010981461477678582,0.1749408153447675,-0.0020078094408206323,8.584042244724542e-05,-0.000596522516822509,0.9999978027443651
97,13.683,0.0011330701099377932,0.0010980073805367217,0.17494061475815553,-0.002006398063828927,8.605411608414857e-05,-0.0005965190128639191,0.9999978055608753
98,13.683,0.0011331357087284299,0.001097848843870456,0.17494066662623614,-0.0020063142996892313,8.625974028950219e-05,-0.0005965219547161938,0.9999978057094655
99,13.683,0.0011331579918589553,0.0010978157559243488,0.17494069261955733,-0.0020073025217170327,8.605314340717344e-05,-0.000596519933166826,0.9999978037452942
100,13.685,0.0011331855354933327,0.0010977504309025764,0.17494070721945537,-0.0020068279235437424,8.598582373939204e-05,-0.0005964947131546478,0.9999978047186807
101,13.686,0.0011332327222287532,0.0010975985961469241,0.17494069150355643,-0.0020063103864753095,8.626919142323253e-05,-0.0005964910779989474,0.9999978057349195
102,13.687,0.0011332402433400308,0.0010975916674898578,0.17494073373822192,-0.002007269362392505,8.604907340229928e-05,-0.0005964817854407678,0.9999978038349603
103,13.688,0.001133252481141627,0.0010975497734889423,0.17494076435710962,-0.002006766497863443,8.596851002249777e-05,-0.0005964470356609853,0.9999978048718768
104,13.689,0.001133288384661782,0.0010974122264620207,0.17494076339162468,-0.002006233025729923,8.623398038015267e-05,-0.0005964380604306314,0.9999978059247867
105,13.69,0.001133287040064088,0.0010974120899989337,0.1749408177585521,-0.0020071805306814414,8.599669637377032e-05,-0.0005964287686940314,0.9999978040493935
106,13.69,0.0011332898413885985,0.0010973739163967686,0.17494086024645805,-0.002006669112735793,8.589948531059205e-05,-0.0005963952228060147,0.9999978051041355
107,13.691,0.0011333179710422928,0.0010972381137944998,0.1749408705073877,-0.0020061297993946335,8.614651851584877e-05,-0.0005963877633902448,0.9999978061694141
108,13.692,0.0011333103620666059,0.0010972379312814587,0.1749409337483627,-0.002007070742523098,8.589191925495766e-05,-0.000596380178498087,0.9999978043077372
109,13.693999999999999,0.0011333062409618476,0.001097198744025432,0.1749409848742707,-0.0020065538700729424,8.577799654359702e-05,-0.0005963483661087852,0.9999978053737559
110,13.693999999999999,0.0011333282888063361,0.0010970615725783674,0.17494100355963282,-0.0020060100632689113,8.600780347232173e-05,-0.0005963424868378485,0.9999978064485554
111,13.696,0.0011333156036253706,0.0010970596034770258,0.17494107333496772,-0.0020069450851682843,8.573700844318221e-05,-0.0005963359181914002,0.9999978045996218
112,13.697,0.001133305953122277,0.0010970185127159014,0.17494112939280282,-0.0020064246137172044,8.560892042955809e-05,-0.0005963050774082294,0.999997805673411
113,13.698,0.0011333231405028178,0.0010968796325527175,0.17494115322899847,-0.0020058775533479587,8.582469574609118e-05,-0.0005963001048589574,0.9999978067553686
114,13.698,0.0011333064413438065,0.0010968759775804558,0.1749412268065408,-0.0020068081286029387,8.554047781592991e-05,-0.0005962938966116195,0.9999978049163661
115,13.7,0.0011332924300734805,0.001096833310779906,0.1749412850635809,-0.0020062852571974873,8.540095387642894e-05,-0.0005962634614616421,0.9999978059956074
116,13.7,0.0011333058425912284,0.0010966931605166873,0.1749413115898325,-0.0020057361294575113,8.560579319491062e-05,-0.0005962589389779102,0.9999978070823481
117,13.701,0.0011333006972103993,0.001096729797869815,0.17494120664743396,-0.002007361217733421,8.546871593545352e-05,-0.0005962577187602683,0.9999978038339751
118,13.703,0.001133311567306351,0.0010966087806921767,0.17494108050856055,-0.002005974647317227,8.55815852661486e-05,-0.0005962574927598831,0.9999978066068491
119,13.703,0.0011333443130029587,0.0010964597215393054,0.17494118399680342,-0.0020058577135817113,8.570483409674495e-05,-0.0005962550392504792,0.9999978068323162
120,13.704,0.001133352957203645,0.0010964840223796736,0.17494106537945683,-0.0020075895585419242,8.55809993265045e-05,-0.0005962476195954705,0.9999978033720041
121,13.705,0.001133382429028137,0.0010963440041821036,0.17494089092397527,-0.002006158241432778,8.5755675856623e-05,-0.0005962474773780059,0.9999978062296038
122,13.707,0.0011334330388315852,0.0010961869476531392,0.1749409610145334,-0.002006062324952781,8.592564239655757e-05,-0.0005962497909620721,0.9999978064060536
123,13.708,0.0011334587244321997,0.0010962157342680305,0.1749408155256569,-0.0020078090252973043,8.584182501904415e-05,-0.000596239414658837,0.9999978029139162
124,13.709,0.0011335057651228667,0.0010960769673632855,0.17494061493905394,-0.0020063976484519627,8.605551894956277e-05,-0.0005962359120675571,0.9999978057304233
125,13.71,0.0011335713637447614,0.001095918430389322,0.17494066680716203,-0.0020063138852320027,8.626114263817801e-05,-0.0005962388541283879,0.9999978058790119
126,13.71,0.001133593646917034,0.0010958853418231878,0.17494069280056646,-0.002007302108159399,8.605454688026179e-05,-0.000596236832034101,0.9999978039148394
127,13.711,0.0011336211902756757,0.0010958200181337312,0.17494070740045867,-0.0020068275091352995,8.5987226882443e-05,-0.0005962116125338243,0.9999978048882201
128,13.713,0.0011336683773180757,0.001095668185552559,0.17494069168443976,-0.002006309970769582,8.627059371747923e-05,-0.0005962079754922348,0.999997805904461
129,13.713,0.0011336758984610963,0.0010956612569635927,0.17494073391917114,-0.002007268947069086,8.605047677816593e-05,-0.0005961986816023564,0.9999978040044998
130,13.714,0.0011336881358687881,0.0010956193642068963,0.17494076453800184,-0.002006766081876459,8.596991313767205e-05,-0.0005961639322802181,0.9999978050414075
131,13.716,0.001133724039647323,0.001095481819226688,0.17494076357236857,-0.0020062326086525664,8.623538269995475e-05,-0.000596154955344425,0.9999978060943174
132,13.717,0.0011337226950258867,0.0010954816825949564,0.1749408179393174,-0.0020071801142926816,8.599809985044826e-05,-0.0005961456625475613,0.9999978042189216
133,13.718,0.0011337254959264862,0.0010954435100011836,0.17494086042712137,-0.0020066686959898977,8.590088857824358e-05,-0.0005961121174248719,0.9999978052736542
134,13.718,0.0011337536258274265,0.0010953077093053315,0.17494087068787356,-0.002006129381723514,8.614792104600753e-05,-0.0005961046566655148,0.9999978063389329
135,13.72,0.001133746016830209,0.0010953075264478625,0.17494093392882637,-0.002007070325739934,8.589332298328764e-05,-0.0005960970709475312,0.9999978044772532
136,13.721,0.0011337418953139286,0.0010952683400101979,0.17494098505458505,-0.002006553453144364,8.577940010229656e-05,-0.0005960652595604455,0.9999978055432625
137,13.722,0.001133763943423233,0.001095131170391255,0.17494100373973986,-0.0020060096454464203,8.600920635327225e-05,-0.0005960593792239048,0.9999978066180621
138,13.723,0.001133751258244713,0.0010951292008364755,0.17494107351501303,-0.002006944668340162,8.573841255932753e-05,-0.0005960528098693464,0.9999978047691258
139,13.724,0.0011337416073351344,0.0010950881107605135,0.17494112957278884,-0.0020064241966929537,8.561032428364452e-05,-0.0005960219702008992,0.999997805842906
140,13.725,0.0011337587949718864,0.0010949492323249902,0.17494115340887462,-0.002005877134613716,8.582609889547447e-05,-0.0005960169968647327,0.9999978069248658
141,13.725999999999999,0.0011337420958242748,0.0010949455767666622,0.17494122698641704,-0.0020068077109370377,8.554188210679954e-05,-0.0005960107879738315,0.9999978050858604
142,13.727,0.0011337280841417275,0.0010949029105019063,0.17494128524345037,-0.002006284839409689,8.540235784135958e-05,-0.0005959803540187968,0.9999978061650926
143,13.728,0.0011337414967217065,0.001094762761010972,0.17494131176967107,-0.002005735707508332,8.560719671963218e-05,-0.0005959758311826753,0.99999780725184
144,13.729,0.0011337363512945958,0.0010947993970848592,0.17494120682727937,-0.0020073607980362,8.547012032698284e-05,-0.0005959746110350734,0.9999978040034628
145,13.73,0.0011337472214326013,0.0010946783814777484,0.17494108068830413,-0.0020059742270836655,8.558298949078772e-05,-0.0005959743856565788,0.999997806776337
146,13.73,0.0011337799672064238,0.0010945293217236296,0.17494118417656887,-0.0020058572948990208,8.570623755192741e-05,-0.000595971932813503,0.9999978070017999
147,13.732,0.0011337886114545345,0.0010945536211939629,0.1749410655593118,-0.0020075891416530644,8.558240356749081e-05,-0.000595964513642343,0.9999978035414823
148,13.733,0.001133818082949829,0.001094413602845067,0.17494089110382635,-0.002006157825277756,8.575708037469395e-05,-0.00059596437343334,0.9999978063990784
149,13.734,0.001133868692600677,0.0010942565455503617,0.17494096119446406,-0.002006061910171678,8.592704640147346e-05,-0.0005959666877987985,0.9999978065755257
150,13.735,0.0011338943782234986,0.0010942853313138168,0.17494081570569942,-0.002007808611654339,8.584322984509875e-05,-0.0005959563113024053,0.9999978030833837
151,13.735,0.0011339414185485579,0.0010941465647361776,0.17494061511911277,-0.0020063972349651724,8.605692409962349e-05,-0.0005959528100832658,0.9999978058998877
152,13.736,0.0011340070170127977,0.0010939880274533221,0.1749406669872557,-0.002006313472676172,8.626254729836832e-05,-0.0005959557523601852,0.9999978060484751
153,13.738,0.0011340293002395968,0.0010939549382657184,0.17494069298075152,-0.0020073016965118868,8.605595268806905e-05,-0.0005959537297319508,0.9999978040843012
154,13.738,0.001134056843333503,0.0010938896159075483,0.17494070758064728,-0.0020068270966433874,8.59886323838913e-05,-0.0005959285107521251,0.9999978050576759
155,13.739,0.0011341040306909827,0.001093737785500743,0.17494069186451436,-0.0020063095569825473,8.627199838879103e-05,-0.0005959248718289034,0.999997806073919
156,13.741,0.0011341115518745035,0.0010937308569788974,0.17494073409931876,-0.002007268533665222,8.6051882546777e-05,-0.0005959155766134996,0.9999978041739556
157,13.741,0.0011341237888955044,0.0010936889654650035,0.17494076471810077,-0.002006765667808362,8.597131866128259e-05,-0.0005958808277537607,0.9999978052108546
158,13.743,0.0011341596929373369,0.0010935514225306774,0.17494076375232506,-0.0020062321934907063,8.623678743964035e-05,-0.000595871849114261,0.9999978062637647
159,13.743,0.0011341583482973947,0.0010935512857282582,0.17494081811930234,-0.0020071796998149677,8.5999505755878e-05,-0.0005958625552609484,0.9999978043883663
160,13.744,0.0011341611487781207,0.0010935131141399741,0.1749408606070125,-0.0020066682811494796,8.590229428301232e-05,-0.0005958290109066373,0.9999978054430896
161,13.746,0.0011341892789284507,0.0010933773153485084,0.17494087086759372,-0.0020061289659501053,8.614932601799643e-05,-0.0005958215488040897,0.9999978065083681
162,13.746,0.0011341816699119145,0.0010933771321434054,0.17494093410853176,-0.002007069910845443,8.589472915601942e-05,-0.0005958139622626288,0.9999978046466856
163,13.748,0.0011341775479853371,0.0010933379465203283,0.1749409852341497,-0.002006553038094129,8.578080610706997e-05,-0.0005957821518794572,0.9999978057126856
164,13.748,0.001134199596359221,0.0010932007787264255,0.17494100391910464,-0.002006009229490718,8.601061167863893e-05,-0.0005957762704772557,0.9999978067874856
165,13.75,0.0011341869111827986,0.0010931988087138917,0.17494107369432416,-0.002006944253365866,8.573981911654198e-05,-0.0005957697004161779,0.9999978049385467
166,13.75,0.0011341772598658392,0.0010931577193184375,0.174941129752048,-0.0020064237815106706,8.561173057615544e-05,-0.0005957388618636029,0.9999978060123177
167,13.751,0.001134194447759765,0.0010930188426203874,0.17494115358802778,-0.002005876717939362,8.58275044591546e-05,-0.000595733887707779,0.999997807094279
168,13.753,0.0011341777486148545,0.0010930151864786194,0.174941227165579,-0.002006807295263904,8.554328881100818e-05,-0.000595727678165844,0.9999978052552712
169,13.753,0.001134163736513322,0.0010929725207542657,0.17494128542260673,-0.0020062844235659984,8.540376422358265e-05,-0.0005956972453961694,0.9999978063344943
170,13.755,0.001134177149149659,0.0010928323720413404,0.17494131194879886,-0.0020057352874634105,8.560860266430396e-05,-0.000595692722198041,0.9999978074212486
171,13.756,0.0011341720036711414,0.0010928690068395292,0.17494120700641785,-0.0020073603802127173,8.547152713758061e-05,-0.0005956915021139011,0.9999978041728673
172,13.757,0.0011341828738479533,0.0010927479928054848,0.17494108086734558,-0.0020059738086964673,8.558439612961999e-05,-0.0005956912773533426,0.9999978069457413
173,13.758,0.0011342156196964335,0.0010925989324488492,0.17494118435563566,-0.0020058568780448732,8.570764341407263e-05,-0.0005956888251776466,0.9999978071712
174,13.759,0.0011342242639900229,0.0010926232305469845,0.174941065738472,-0.0020075887265755114,8.558381020624466e-05,-0.0005956814064945319,0.9999978037108773
175,13.76,0.001134253735155,0.0010924832120428533,0.1749408912829876,-0.0020061574109189466,8.575848727837104e-05,-0.0005956812682998951,0.9999978065684699
176,13.76,0.0011343043446516434,0.001092326153976266,0.17494096137370885,-0.002006061497177069,8.592845277969645e-05,-0.0005956835834549521,0.9999978067449142
177,13.762,0.0011343300302953867,0.0010923549388831347,0.17494081588506008,-0.0020078081997850898,8.584463703080514e-05,-0.0005956732067738597,0.9999978032527681
178,13.763,0.0011343770702536052,0.0010922161726261562,0.17494061529849475,-0.0020063968232400097,8.605833159360163e-05,-0.0005956697069352088,0.9999978060692691
179,13.764,0.0011344426685577448,0.001092057635026795,0.1749406671666764,-0.0020063130618733376,8.62639542878057e-05,-0.0005956726494368014,0.9999978062178551
180,13.765,0.0011344649518371013,0.00109202454521003,0.17494069316026756,-0.002007301286606122,8.605736080888588e-05,-0.000595670626284134,0.9999978042536797
181,13.765,0.0011344924946640124,0.001091959224175934,0.17494070776017182,-0.002006826685880444,8.599004018058437e-05,-0.0005956454078327377,0.9999978052270485
182,13.767,0.0011345396823328822,0.0010918073959370505,0.17494069204393134,-0.0020063091449118967,8.627340533757869e-05,-0.0005956417670332444,0.9999978062432937
