time,c,k
13.641999999999975,1816.5284033734324,105240.90990061512
13.741999999999974,1816.2553737805695,105240.94847739108
13.841999999999974,1814.5564240080098,105241.01275311416
13.941999999999974,1808.4069754962927,105240.66324612536
14.041999999999973,1807.5482027308744,105240.5436957426
14.141999999999973,1798.96425014955,105238.73789472552
14.241999999999972,1788.1092743471643,105235.73035896265
14.341999999999972,1769.0701573841675,105229.14454824
14.441999999999972,1741.403937232731,105217.4845562166
14.541999999999971,1706.078322907286,105199.56955769833
14.641999999999971,1664.1783916598667,105174.25692183278
14.74199999999997,1612.3588104567707,105137.32626621841
14.84199999999997,1555.8246004522396,105090.46995511666
14.94199999999997,1491.6836025669743,105030.24462406352
15.04199999999997,1433.0277673443177,104970.24017157387
15.14199999999997,1364.893557116989,104896.84900474732
15.241999999999969,1293.6018574101834,104816.63140999917
15.341999999999969,1201.6539113693175,104706.83974591935
15.441999999999968,1108.2717101808457,104586.041153083
15.541999999999968,1002.5786724516779,104436.52751371494
15.641999999999967,895.1621923593872,104271.08094386641
15.741999999999967,768.5584713541796,104062.38134557384
15.841999999999967,652.5585598870575,103865.26204904495
15.941999999999966,520.0627393234943,103643.06214361517
16.041999999999966,369.76975145595736,103397.51915354068
16.141999999999964,205.02668289484927,103131.18258470533
16.241999999999965,7.3399138681077325,102806.24955302117
16.341999999999963,-196.9232186395166,102455.48236287184
16.441999999999965,-413.4876510067764,102060.99070889081
16.541999999999963,-639.3059571308406,101621.41235853104
16.641999999999964,-869.6440875567098,101140.8784557658
16.741999999999962,-1106.149024830756,100614.45416146556
16.841999999999963,-1339.405246383099,100066.42276679815
16.94199999999996,-1583.4196111989777,99467.1940995044
17.041999999999963,-1838.1043288073379,98814.33447052224
17.14199999999996,-2087.7679018537247,98146.6781800714
17.241999999999962,-2353.185201676433,97407.21139518314
17.34199999999996,-2629.379518940806,96602.6871226172
17.44199999999996,-2892.6276367113264,95807.1599121278
17.54199999999996,-3167.344938116643,94960.0413436708
17.64199999999996,-3461.762144742466,94032.53713182175
17.74199999999996,-3748.8598469990266,93101.0890536867
17.84199999999996,-4044.2867045153016,92114.14934502392
17.941999999999958,-4351.449698474254,91052.52708146657
18.04199999999996,-4647.017874980899,89992.3360164155
18.14199999999996,-4938.397624915562,88913.43692113849
18.241999999999962,-5243.68153412454,87735.1643531873
18.341999999999963,-5524.474301994609,86580.11828930723
18.441999999999965,-5800.793068554751,85346.77819940915
18.541999999999966,-6055.454249908895,84086.41921277792
18.641999999999967,-6281.798178269069,82821.09094882745
18.74199999999997,-6482.95948757084,81534.04905281475
18.84199999999997,-6662.429602845068,80181.00523478967
18.94199999999997,-6804.307519138765,78880.61207894856
19.041999999999973,-6920.332265061015,77563.82676988388
19.141999999999975,-7010.515444517676,76217.47841039723
19.241999999999976,-7068.187131078571,74908.39139691132
19.341999999999977,-7094.989970457698,73602.89573980476
19.44199999999998,-7088.278618887453,72272.64560344488
19.54199999999998,-7046.161235385425,70982.38536247816
19.64199999999998,-6969.5622332304065,69694.06640093736
19.741999999999983,-6860.029481252218,68393.21562208627
19.841999999999985,-6734.510047148604,67184.19519796592
19.941999999999986,-6592.393484885568,65957.47928482255
20.041999999999987,-6446.239357762865,64760.793837486024
20.14199999999999,-6313.457900619568,63669.7524337795
20.24199999999999,-6181.66301549692,62534.48268817621
20.34199999999999,-6064.493558456461,61476.73247986763
20.441999999999993,-5953.242022340579,60432.36321377946
20.541999999999994,-5844.295162516276,59391.36284204369
20.641999999999996,-5730.211841223536,58314.1342774522
20.741999999999997,-5629.139649362477,57330.635317295215
20.842,-5541.37735556678,56331.37180495982
20.942,-5484.945934250053,55418.90807045648
21.042,-5457.832134030535,54516.85402505258
21.142000000000003,-5456.55969857941,53578.397152379475
21.242000000000004,-5474.667012554478,52706.98187492922
21.342000000000006,-5509.321013444998,51822.69754118883
21.442000000000007,-5556.909105485254,50908.59398054658
21.54200000000001,-5610.083369570282,50038.21125015336
21.64200000000001,-5673.275965956064,49159.78983275681
21.74200000000001,-5750.758311839861,48248.02543728891
21.842000000000013,-5829.250055490505,47485.2356616523
21.942000000000014,-5936.10319885921,46613.291336531816
22.042000000000016,-6041.678820192992,45813.78782429973
22.142000000000017,-6156.964837369033,44921.29374566103
22.24200000000002,-6260.678158358747,44056.17168262833
22.34200000000002,-6354.7154751661965,43238.277040936926
22.44200000000002,-6447.565587509577,42456.39358131141
22.542000000000023,-6552.212100698571,41591.05710412227
22.642000000000024,-6643.724941567984,40808.34622752836
22.742000000000026,-6736.402420169055,39977.61855975669
22.842000000000027,-6821.864769095087,39171.1207082431
22.94200000000003,-6902.8444881995265,38376.67104208994
23.04200000000003,-6977.329556168833,37642.78783354201
23.14200000000003,-7049.381665155056,36911.20006230629
23.242000000000033,-7114.456669961683,36116.05038131107
23.342000000000034,-7151.25406390885,35396.6511252576
23.442000000000036,-7162.751689097126,34596.880240999126
23.542000000000037,-7145.566060490482,33846.64231596004
23.64200000000004,-7108.252776857642,33127.03012466247
23.74200000000004,-7056.789094775287,32391.581471841848
23.84200000000004,-7000.290540386853,31692.17730027146
23.942000000000043,-6946.638167798252,31049.83811677332
24.042000000000044,-6893.706571273596,30414.967069791594
24.142000000000046,-6833.4381226207515,29759.76704877332
24.242000000000047,-6764.169587064247,29142.90328666681
24.34200000000005,-6678.104110504843,28524.813012594364
24.44200000000005,-6580.835359485468,27954.52197691495
24.54200000000005,-6459.840674198449,27373.61994334284
24.642000000000053,-6299.632465826458,26747.896663663854
24.742000000000054,-6145.306558931699,26243.495742178686
24.842000000000056,-5951.741226014293,25691.471621661236
24.942000000000057,-5737.561169954208,25153.636368045525
25.04200000000006,-5507.6441050304575,24640.95449634402
25.14200000000006,-5267.567286939907,24154.29157889264
25.24200000000006,-5016.129788946049,23682.23118156646
25.342000000000063,-4749.659626202121,23214.124312297914
25.442000000000064,-4493.772579633526,22789.234980668458
25.542000000000066,-4243.562460555672,22392.229847205508
25.642000000000067,-3995.285937881726,22016.048348582422
25.74200000000007,-3712.6297757377724,21613.457893048777
25.84200000000007,-3451.493716684494,21268.139503873634
25.94200000000007,-3137.7689143824055,20883.226786081
26.042000000000073,-2851.741606857253,20555.453276625958
26.142000000000074,-2551.3066997047827,20229.19591688663
26.242000000000075,-2242.329538575985,19906.945654112
26.342000000000077,-1952.0714642198473,19612.479101797584
26.44200000000008,-1694.7351899316714,19353.908971444558
26.54200000000008,-1454.113611695375,19111.53944733661
26.64200000000008,-1224.3764982620355,18880.59868319517
26.742000000000083,-992.7690946529467,18652.304595937814
26.842000000000084,-748.4153070193931,18420.70316208843
26.942000000000085,-506.14406297191454,18202.046428267233
27.042000000000087,-274.58613934366565,18002.260230110933
27.14200000000009,-13.223154311979357,17784.748903666725
27.24200000000009,221.7905690615325,17593.557600726414
27.34200000000009,439.37484570122183,17416.27191573594
27.442000000000093,616.3394949929105,17267.92477629816
27.542000000000094,800.9567832269524,17106.341160949458
27.642000000000095,940.0578564377431,16979.069445976795
27.742000000000097,1100.4161679187096,16826.893952249473
27.8420000000001,1236.512023290082,16694.81269689044
27.9420000000001,1371.9662468503986,16561.394103745337
28.0420000000001,1517.969585814142,16415.54898272483
28.142000000000102,1652.259758401296,16277.986903307812
28.242000000000104,1757.02416872948,16163.584538442534
28.342000000000105,1861.96212862122,16034.898453431062
28.442000000000107,1927.8508441513436,15939.14915919699
28.542000000000108,1982.8919948004336,15838.704146405118
28.64200000000011,2020.5116177654004,15749.713312568027
28.74200000000011,2055.23114443366,15647.187468058253
28.842000000000112,2085.7294862556264,15546.516462616433
28.942000000000114,2117.5719057581414,15442.005853508144
29.042000000000115,2147.6561599492015,15349.871722182595
29.142000000000117,2184.2897047155116,15248.66283275715
29.242000000000118,2226.301894588081,15146.64606518923
29.34200000000012,2271.92340155624,15049.002966229673
29.44200000000012,2316.7794139165894,14962.003128809665
29.542000000000122,2378.4179504350886,14851.898837264784
29.642000000000124,2424.7292151635243,14774.334298015801
29.742000000000125,2481.418856716063,14682.641784200245
29.842000000000127,2540.4079025488695,14589.709963303543
29.942000000000128,2595.6384452867424,14504.328831709661
30.04200000000013,2642.4169599420857,14431.422377410607
30.14200000000013,2696.874506484389,14344.882472759866
30.242000000000132,2744.2435528670817,14268.861836380407
30.342000000000134,2796.248069604802,14184.804815346584
30.442000000000135,2842.1485537683543,14109.32497374948
30.542000000000137,2884.655796046715,14036.738993223906
30.642000000000138,2917.4469183420474,13977.609147894536
30.74200000000014,2963.918571565975,13890.968620998068
30.84200000000014,2995.94523703468,13831.21286865115
30.942000000000142,3040.0800546320197,13748.943355870986
31.042000000000144,3074.691102008539,13683.685420427164
31.142000000000145,3112.4075502086243,13609.610397968116
31.242000000000147,3135.0142801817938,13561.331241467084
31.342000000000148,3167.003890794948,13486.471385847564
31.44200000000015,3185.6518554761647,13440.561238467135
31.54200000000015,3210.4871376767637,13379.9415190002
31.642000000000152,3239.71503936097,13315.36620358824
31.742000000000154,3272.5114306687724,13253.606888977454
31.842000000000155,3300.9843059591585,13207.470621160715
31.942000000000156,3365.6530546725935,13116.915259029936
32.04200000000016,3399.452681476942,13074.917996063634
32.14200000000016,3453.742188846885,13010.830268082598
32.24200000000016,3507.088673139413,12948.42183801652
32.34200000000016,3550.2701837535656,12896.603769950885
32.442000000000164,3580.159960180744,12857.725994732524
32.542000000000165,3616.3453586323685,12805.813126785077
32.642000000000166,3648.1460650561826,12757.401088087376
32.74200000000017,3685.896729645991,12698.859827806707
32.84200000000017,3730.5769228353174,12628.27249190299
32.94200000000017,3748.7678603375734,12596.18975172811
33.04200000000017,3769.977502256666,12546.966398859298
33.14200000000017,3779.1955017798164,12514.664279217885
33.242000000000175,3785.5131276632687,12479.691963592099
33.342000000000176,3794.3059996768566,12421.668983254398
33.44200000000018,3802.599474019586,12378.332678258725
33.54200000000018,3817.8903884096553,12316.34165698429
33.64200000000018,3836.317190487236,12249.967281871493
33.74200000000018,3854.575883970842,12170.279932551892
33.84200000000018,3855.795908028372,12121.849260846513
33.942000000000185,3839.5151301961077,12074.966249799432
34.042000000000186,3816.9582211160932,12046.738471717696
34.14200000000019,3784.2413183145445,12019.737115946245
34.24200000000019,3689.275695349793,11956.03530357134
34.34200000000019,3628.870711508826,11918.891966399398
34.44200000000019,3535.4235063784263,11862.911039732026
34.54200000000019,3422.274602658651,11793.839482315492
34.642000000000195,3325.5880439015045,11731.895986539887
34.742000000000196,3206.7735398933346,11651.707965045065
34.8420000000002,3109.5315439470055,11583.498802392318
34.9420000000002,3024.4567677715836,11523.157316728055
35.0420000000002,2938.7912872148236,11462.770498776315
35.1420000000002,2852.410780951497,11401.647632272972
35.2420000000002,2781.403289481388,11349.810738445229
35.342000000000205,2660.2305521100334,11254.493555993198
35.442000000000206,2576.1095588807575,11180.185958539407
35.54200000000021,2508.1817507995975,11112.499993151767
35.64200000000021,2417.076103031995,11010.796438646217
35.74200000000021,2334.472637445207,10908.531771611202
35.84200000000021,2275.4964651864457,10833.542020734247
35.94200000000021,2197.5034426144166,10741.615821165175
36.042000000000215,2146.235452164971,10688.249110931223
36.142000000000216,2071.5400060652505,10619.03992810762
36.24200000000022,1977.0343172276812,10536.879919494248
36.34200000000022,1887.8816329945942,10459.935003056698
36.44200000000022,1802.1411534189779,10383.861781896667
36.54200000000022,1668.0221687319627,10257.756170202838
36.64200000000022,1552.822303830435,10142.607024174145
36.742000000000225,1436.0079603365302,10026.863848491874
36.842000000000226,1335.5950854983928,9937.77302466954
36.94200000000023,1262.2942339712504,9882.622300405545
37.04200000000023,1109.3014348549711,9783.01975921992
37.14200000000023,914.6196681816937,9667.204560310001
37.24200000000023,777.2757050641503,9590.34364055343
37.34200000000023,603.8146643734445,9498.265595967965
37.442000000000235,385.2253157577372,9386.025903441634
37.542000000000236,176.89452325250494,9280.475737060737
37.64200000000024,-3.9510561441278913,9189.535484212058
37.74200000000024,-288.2434250819477,9046.846246625099
37.84200000000024,-491.27613760478755,8944.822557773101
37.94200000000024,-776.3812635999385,8802.761847952872
38.04200000000024,-1006.0296567511145,8690.82405465205
38.142000000000245,-1195.123785595021,8601.863888674481
38.242000000000246,-1410.8462253774426,8503.819850284455
38.34200000000025,-1712.1848605965858,8368.43617140267
38.44200000000025,-1987.3046407425372,8243.558935865793
38.54200000000025,-2254.577250677269,8120.505577231571
38.64200000000025,-2528.983260855696,7992.958502177157
38.74200000000025,-2788.9145140294336,7871.4523507206295
38.842000000000255,-3050.2391365257345,7748.909700029109
38.942000000000256,-3335.950101556623,7614.437584224041
39.04200000000026,-3514.2208078613585,7530.1908667753
39.14200000000026,-3744.4007958923467,7420.22361836237
39.24200000000026,-3980.9319026815465,7303.147664343559
39.34200000000026,-4231.969332051254,7170.500878729274
39.44200000000026,-4463.249126978576,7037.482335301476
39.542000000000264,-4658.756715935445,6914.333517332119
39.642000000000266,-4837.461970212083,6791.066704076378
39.74200000000027,-5034.318555198236,6641.618747336645
39.84200000000027,-5216.424055816554,6488.986973030059
39.94200000000027,-5337.156722758429,6379.420249996449
40.04200000000027,-5481.211816127346,6241.561404166183
40.14200000000027,-5580.844788338295,6141.593537258653
40.242000000000274,-5682.08054219386,6033.66436057944
40.342000000000276,-5791.025719819694,5905.033027358987
40.44200000000028,-5871.33893237903,5793.363798548582
40.54200000000028,-5946.1937518739,5662.387835212551
40.64200000000028,-5994.892630656269,5544.822590758501
40.74200000000028,-6032.119456933301,5398.946419229979
40.84200000000028,-6047.650862587884,5252.418489643434
40.942000000000284,-6046.092948968821,5117.312120869641
41.042000000000286,-6036.837975135625,5006.112793230994
41.14200000000029,-6024.523327880743,4906.7004910597825
41.24200000000029,-5995.960889528331,4736.098275286074
41.34200000000029,-5972.9362503702705,4627.163044847973
41.44200000000029,-5942.486437039928,4488.460748161518
41.54200000000029,-5920.903485702847,4371.746982148631
41.642000000000294,-5908.068132983087,4256.020944106732
41.742000000000296,-5908.1251045683375,4153.868005408792
41.8420000000003,-5919.435392755485,4071.651108432604
41.9420000000003,-5940.504362164377,3995.8283685126476
42.0420000000003,-5993.096271465242,3859.974588570414
42.1420000000003,-6015.849738896625,3812.4252621792057
42.2420000000003,-6071.72027742849,3716.3871249174044
42.342000000000304,-6126.469735117135,3634.815536904549
42.442000000000306,-6176.478411090593,3567.3885213610242
42.54200000000031,-6227.866947209167,3503.370847950511
42.64200000000031,-6309.818558955559,3404.7898378206055
42.74200000000031,-6355.748231590009,3349.9234886493805
42.84200000000031,-6416.322713333614,3278.456014026863
42.94200000000031,-6487.034080986954,3195.1867393019866
43.042000000000314,-6531.81268360599,3142.1315909724476
43.142000000000316,-6591.836654646975,3071.2209894186426
43.24200000000032,-6646.395313699031,3006.326267784803
43.34200000000032,-6697.48064193335,2944.493428665703
43.44200000000032,-6777.03568451179,2846.3450724221243
43.54200000000032,-6801.437902188606,2816.732807288119
43.64200000000032,-6823.166419161972,2792.132331686427
43.742000000000324,-6870.016403967844,2739.9092267162737
43.842000000000326,-6888.2423638595255,2716.8503100952958
43.94200000000033,-6936.717772090342,2632.0250675267434
44.04200000000033,-6958.293419405385,2556.80275325985
44.14200000000033,-6960.151096503596,2504.0530333415436
44.24200000000033,-6946.646544360618,2407.6958888821177
44.34200000000033,-6935.397931233906,2361.4955740839414
44.442000000000334,-6919.98771922537,2303.8039984391257
44.542000000000336,-6909.92580121042,2263.2053748314884
44.64200000000034,-6898.0151448240185,2212.6730606310466
44.74200000000034,-6893.993622117309,2196.9175212845203
44.84200000000034,-6870.794185334558,2128.530315603145
44.94200000000034,-6857.559164092092,2101.9069895063953
45.04200000000034,-6820.090113749855,2048.015604262552
45.142000000000344,-6754.53268218606,1976.8249723355802
45.242000000000345,-6707.125506567389,1935.2570763695653
45.34200000000035,-6642.487983684872,1886.1461845867873
45.44200000000035,-6563.259712177765,1832.2213851966947
45.54200000000035,-6554.907006373425,1827.0541288483248
45.64200000000035,-6475.357061083467,1782.591743800867
45.74200000000035,-6413.229099867225,1752.1086987886397
45.842000000000354,-6347.960153919946,1724.4214705350837
45.942000000000355,-6178.50425849001,1662.3220892108268
46.04200000000036,-5900.163478092885,1573.4110960333778
46.14200000000036,-5830.308660876183,1553.422104345833
46.24200000000036,-5424.64155725889,1446.586250320571
46.34200000000036,-5120.437389485476,1371.551492765565
46.44200000000036,-4910.789219249898,1322.0238054447464
46.542000000000364,-4751.404279968976,1285.1705520045364
46.642000000000365,-4645.172886482795,1260.9279838058724
46.74200000000037,-4559.492221473997,1241.714171850836
46.84200000000037,-4202.895591687852,1164.1944712030986
46.94200000000037,-3989.8233800890075,1119.688697949754
47.04200000000037,-3777.3405480560377,1076.7982782977563
47.14200000000037,-3414.0524935442095,1005.2610554860739
47.242000000000374,-3228.93286358514,969.3304458184533
47.342000000000375,-3208.3956817007806,965.3424827074947
47.44200000000038,-3035.90428322004,931.6221279749142
47.54200000000038,-2996.8132549160305,923.9874147558454
47.64200000000038,-2880.617338778288,901.5775367377164
47.74200000000038,-2661.225034872571,860.3323945872007
47.84200000000038,-2605.6370652631467,850.2160411178008
47.942000000000384,-2403.2695046398085,814.5451113881916
48.042000000000385,-2198.0390084659684,779.4906477815787
48.14200000000039,-2066.3158537659747,757.5794322763863
48.24200000000039,-1908.088000068596,731.7083282942071
48.34200000000039,-1722.9188816740696,701.7415365941677
48.44200000000039,-1757.1056113847173,707.2559013415163
48.54200000000039,-1613.6956013262895,684.1380448631156
48.642000000000394,-1623.422359690205,685.6940882319691
48.742000000000395,-1660.9737221718938,691.5939203756515
48.8420000000004,-1433.5612408020672,657.0897116330236
48.9420000000004,-1346.4906475193238,644.5185533859009
49.0420000000004,-1260.448031306081,632.6803884712201
49.1420000000004,-903.9625923080522,585.6707792259386
49.2420000000004,-622.0754485120107,549.6715475476008
49.342000000000404,-624.6097628835413,549.9935298009934
49.442000000000405,-658.2565130532373,554.3708619531211
49.54200000000041,-601.7866994822924,546.7931232189296
49.64200000000041,-634.4382905057032,551.259526353911
49.74200000000041,-313.41636878213694,507.2762437252641
49.84200000000041,-319.615694546408,508.1225744824926
49.94200000000041,-202.81881199932843,491.9707666777405
50.042000000000414,-132.20294770173965,481.9136125545793
50.142000000000415,-46.152309932956506,469.15001467239455
50.24200000000042,18.778962758624672,458.9724892044169
50.34200000000042,148.64622828433158,437.09340613898047
50.44200000000042,193.72299591281973,428.6960705734732
50.54200000000042,114.27157135517822,445.869763210887
50.64200000000042,144.42379564417456,438.0622463570252
50.742000000000424,157.47870142966147,434.1130686286308
50.842000000000425,194.86296551210614,421.439923704355
50.94200000000043,211.28114165477098,415.2804899948977
51.04200000000043,243.29264873152758,401.75305244822164
51.14200000000043,235.23184908930585,405.7763033238214
51.24200000000043,265.3917791119817,386.98972411208916
51.34200000000043,267.9336510616497,384.8838267316964
51.442000000000434,269.6113572391333,382.679655090285
51.542000000000435,272.6551011102359,372.75248610525165
51.642000000000436,272.528414246183,371.4284728665318
51.74200000000044,274.9660923147891,376.6895938630987
51.84200000000044,266.12170972060534,364.3199116989043
51.94200000000044,264.71108983249553,362.56242313736334
52.04200000000044,264.5092171147764,362.31590737592455
52.14200000000044,255.41117585186805,350.5322934571576
52.242000000000445,249.4438186191787,341.4476432313756
52.342000000000446,248.2923542035285,339.48197920359456
52.44200000000045,244.42153328175593,332.95990010887766
52.54200000000045,240.87682076155124,327.2150238232381
52.64200000000045,245.05925379019172,333.7344330050146
52.74200000000045,236.84140577005766,320.18602972300795
52.84200000000045,236.49786517461578,319.44196436475124
52.942000000000455,238.240079125929,325.4909591788097
53.042000000000456,238.10203046286267,322.0957869210663
53.14200000000046,238.7264591731021,320.5270597414561
53.24200000000046,232.56449263581425,326.71927469918546
53.34200000000046,253.6230083641602,314.6291499721142
53.44200000000046,295.94894255613,298.4774155524667
53.54200000000046,294.12665459645467,299.01198446083635
53.642000000000465,373.6636708503079,278.9617310888308
53.742000000000466,388.7228201392541,275.46406837311093
53.84200000000047,373.19219980821464,279.01011680539006
53.94200000000047,422.7524262644042,267.5075097186627
54.04200000000047,407.89552352612725,271.00834612747366
54.14200000000047,424.58103506144374,267.01997020495725
54.24200000000047,432.7667357795043,265.06110463958225
54.342000000000475,459.41012067621944,258.8064246329956
54.442000000000476,421.2396572854382,267.5293981311152
54.54200000000048,458.45976839181105,259.3843085307043
54.64200000000048,506.55747018206785,249.60939060571297
54.74200000000048,599.1287686072723,232.1105067968168
54.84200000000048,713.7770165833007,210.87439221579876
54.94200000000048,704.3645453760852,212.76752620245776
55.042000000000485,734.1935536924393,205.28431679741934
55.142000000000486,699.0937258365582,218.12082074992264
55.24200000000049,711.5697333347074,210.07960055793006
55.34200000000049,718.0992650852847,200.0604413593086
55.44200000000049,717.5220153507413,194.43539301984958
55.54200000000049,729.8417249463984,207.4547947004871
55.64200000000049,707.0921705796223,194.30705027522427
55.742000000000495,673.6737910959147,179.53380214804645
55.842000000000496,674.9873769240404,180.00285817681348
55.9420000000005,620.426691072844,164.70234092629812
56.0420000000005,629.139604358006,166.63615398062942
56.1420000000005,685.7405189215559,176.77706475313929
56.2420000000005,642.2591591770564,170.11168199576582
56.3420000000005,714.8411668297867,180.36168017102034
56.442000000000505,642.5395389300056,170.40158500057234
56.542000000000506,735.2899181946434,183.45528076744247
56.64200000000051,603.4482869742395,163.65229764803783
56.74200000000051,636.3732041825258,169.128066318159
56.84200000000051,585.9602400031878,159.7662784500454
56.94200000000051,566.3011927823246,155.69211250362665
