time,x,y,z
1.842,0.001673491760056485,-0.039215525548435964,-0.04340652691810831
1.942,0.0036761957989626085,-0.04627805962253248,-0.01725876520546521
2.042,-0.004229378439626345,-0.025485815968606405,-0.0003624961236496915
2.142,-0.004508750436977436,-0.03229208124756966,0.0030734596330610486
2.242,0.0010817337314083363,-0.03799874319584359,-0.008227686031485604
2.342,-0.004327163957272384,-0.009658943007287143,-0.015562619873850991
2.442,-0.005283010227099456,-0.02288820353348652,0.004666024166551708
2.5419999989999997,0.004566457822596525,-0.03600982842019768,-0.004112263951865813
2.6419999990000003,2.054777711359154,0.06777248389404444,0.0597593751434502
2.742,-0.8704049609400379,-0.05198872736156102,-0.08604524013049364
2.842,-1.146619253110803,-0.020100056088560157,0.06338055652719632
2.942,1.6001796976807459,0.09989084731335339,-0.13582692061695845
3.041999999,-0.06918154896621787,-0.06082748806036564,-0.02608795139813047
3.142,-1.255932934520863,0.06635497719514846,0.004043797906049917
3.242,0.9842748675339625,0.1713671495972176,-0.10998799489142286
3.342,0.4037952852681947,-0.0554209770310466,-0.08102633227890621
3.442,-1.146692116048016,-0.035815773317091966,0.08071673561106252
3.542,0.43762252786201433,0.12513835275355156,-0.11530640244724033
3.642,0.6026994800886741,0.01389185489195198,0.04556905014077728
3.742,0.7990680654635822,-0.05506892043993687,-0.014227436226503798
3.842,0.3486904396922137,0.0972840516316272,0.006785113049067704
3.942,2.8948469221576616,0.0166644929825591,0.0868367392941174
4.042,-0.300771862142871,-0.10518036217596521,-0.017735640018457843
4.142,-0.20458306905582335,-0.01765941984874403,-0.14797992225478218
4.242,0.3732074748276784,-0.038212534541260446,0.045049246444456514
4.342,-0.10014100240187046,-0.07443057818332177,-0.06909298781678075
4.442,-1.0351570240797183,0.3856536221645154,0.15496964026497295
4.542,0.3306104619416295,-0.45539201257244216,-0.15997851244799932
4.642,-0.056396105075511925,-0.13861756431321054,-0.06863841194762088
4.742,-0.283517834318315,0.7223952175592898,0.15527192285327907
4.842,0.005897740348275371,-0.06291205928285451,-0.10739918319526254
4.942,-0.22954442158497584,-0.31979756067942655,-0.14248102958455533
5.042,-0.1873732694023037,0.08451274904927085,0.07941553688947778
5.142,0.07621188620228167,-0.4811086880540051,0.0128882558240484
5.242,0.14241650530488034,-0.28836057586671576,0.011960760295218975
5.342,0.22514199922273756,0.2908359885250113,0.16735314878028085
5.442,-0.10769889194351843,-0.30040996748186616,-0.0252627702688617
5.542,0.20957988275122846,-0.44393796048321044,0.06299047154021764
5.642,-0.2440344853196471,0.31654357337447675,0.03983024833547333
5.742,-0.10528543398611209,-0.5255892570662339,-0.11961317571052277
5.842,0.15877335066457485,-0.42340496688541857,0.023216367540978666
5.942,-0.04285319494889993,0.03098270958356912,-0.11229136911243387
6.042,0.019611864557761514,-0.10893107817000072,-0.13162861322419062
6.142,0.25553831311114306,-0.23800075369980217,-0.012872999486081227
6.242,0.17193367891034134,-0.1509770142395264,-0.004533809376139786
6.342,-0.2693041929307174,-0.1541785172722449,0.01675073401843008
6.442,-0.003466644970425577,-0.12141507308743715,0.11487606204251932
6.541999999,0.11218557802852024,-0.10326586582690697,-0.027275236253046842
6.641999999,-0.062407646370377705,-0.14095624874031026,-0.054688336567018325
6.741999999,0.029377617191020944,-0.3544414152320855,0.03899022027772325
6.841999999,0.0008070951368857023,-0.21739996630020098,-0.15082728651462318
6.941999999,-0.13308981851250498,0.005656665400338446,-0.08409220864952083
7.041999999,0.11989384143766713,-0.11352858730489944,0.01844640880860382
7.141999999,-0.05660573192692675,-0.07012333948306723,0.03767852069929134
7.241999999,-0.08225043203439575,-0.0528286725116366,0.07266948729383493
7.341999999,-0.07411650844775265,-0.17780151379823644,0.08249991827157821
7.441999999,0.13186447051411848,-0.06661484583441651,-0.06398493918944403
7.541999999,-0.30382862266359567,-0.29510380702886396,0.0383654856219362
7.641999999,0.15019895504668962,-0.6947977522231092,0.08852531315244327
7.741999999,-0.042436584535844424,-0.05813566818491474,-0.09589908579559925
7.841999999,0.043011938873519194,-0.05520709843112087,-0.008983167326041652
7.941999999,-0.015525089227324516,-0.09523712366512833,-0.010673567176400667
8.041999999,-0.032241449932076595,-0.1452700906650098,-0.021378247763360392
8.141999999,-0.035112738846715306,-0.17907715313142833,0.08108306473758908
8.241999999,0.12681130753566003,-0.21123012411399655,0.05525189721799073
8.341999999,-0.12576073544989527,-0.1015837005361113,-0.02330139287382238
8.441999999,-0.06175753740618501,-0.19502426359989614,-0.11485678949254563
8.541999999,0.01138946519078742,0.10454970395972646,0.07048883939235928
8.641999999,0.03688326521264191,0.11663971557783037,-0.015377997084689454
8.741999999,-0.0495951965192066,-0.019583310496682497,-0.002314631518347099
8.841999999,-0.012263884592099065,0.06789968557446706,-0.00876183240673356
8.941999999,0.04424661835857407,0.057993319483575334,0.056934329131488326
9.041999999,-0.022202729088733515,-0.0305558412678699,-0.03183434998038415
9.141999999,-0.011418367706654754,0.0032414558045976236,0.044093175529594575
9.241999999,0.037916531497942024,0.00979263875731022,0.004658518544289336
9.341999999,-0.011410042934720734,-0.04699390594446606,-0.05067145900562409
9.441999999,-0.001290925541813571,-0.06454633706518231,-0.02403107663895021
9.541999999,0.05770814862651979,-0.03470185445499795,0.1257634004447752
9.641999999,0.0128430621333144,0.004070726311117927,-0.05909044850010936
9.741999999,-0.014281599273595076,-0.013220004857479302,-0.002434390396397035
9.841999999,0.014286723705056154,0.05659491438065864,0.007347651939085154
9.941999999,-0.013666350078276664,0.10960921033017164,-0.07890978749771271
10.041999999,-0.0007603461895759949,0.04297886053329252,0.010253503083422544
10.141999999,-0.03329232023193539,0.05377717355332027,0.05970411856430502
10.241999999,-0.022929115284523002,0.060226987345991766,0.014521029444688693
10.341999999,-0.0028728635325986993,-0.03155492970705637,-0.023180165852853207
10.441999999,0.18931677341943487,0.3229004214543103,0.1322920820354394
10.541999999,-0.008103216699954952,0.027217814132593006,-0.09066815805875095
10.641999999,-0.12455365764171482,-0.19394780466049322,-0.017009500140442668
10.741999999,0.039151247681821495,0.07653557826467261,0.009783747120314601
10.841999999,0.14872461368529755,0.23395245519635854,-0.07815604565301193
10.941999999,-0.10268627244314998,-0.025546411860155067,-0.024160771154233984
11.041999999,0.11631972155874507,0.29328180145401256,0.01144731526729359
11.141999999,0.20722918428585918,0.250984488477522,0.011332451035992008
11.241999999,-0.16371485546167697,0.00745159466341516,0.04430921116295217
