time,m_x,m_y,m_z
1.842,0.009706252208327614,-0.049019406935544955,-0.2365655717036903
1.942,0.02132193563398313,-0.0578475745281656,-0.0940602703697854
2.042,-0.024530394949832803,-0.03185726996075801,-0.001975603873890819
2.142,-0.02615075253446913,-0.040365101559462074,0.016750355000182716
2.242,0.006274055642168351,-0.04749842899480449,-0.04484088887159654
2.342,-0.02509755095217983,-0.01207367875910893,-0.0848162783124879
2.442,-0.030641459317176847,-0.028610254416858154,0.025429831707706806
2.5419999989999997,0.026485455371059848,-0.0450122855252471,-0.022411838537668684
2.6419999990000003,11.917710725883094,0.08471560486755556,0.3256885945318036
2.742,-5.04834877345222,-0.06498590920195128,-0.46894655871119034
2.842,-6.6503916680426585,-0.0251250701107002,0.34542403307321995
2.942,9.281042246548328,0.12486355914169174,-0.7402567173624236
3.041999999,-0.4012529840040637,-0.07603436007545705,-0.14217933511981107
3.142,-7.284411020221006,0.08294372149393558,0.022038698587972052
3.242,5.7087942316969835,0.214208936996522,-0.5994345721582546
3.342,2.3420126545555293,-0.06927622128880825,-0.44159351092003885
3.442,-6.650814273078493,-0.044769716646364956,0.4399062090802907
3.542,2.5382106615996833,0.15642294094193945,-0.6284198933374598
3.642,3.4956569845143104,0.017364818614939975,0.24835132326723616
3.742,4.634594779688777,-0.0688361505499211,-0.0775395274344457
3.842,2.02240455021484,0.12160506453953401,0.03697886611741898
3.942,16.79011214851444,0.020830616228198873,0.4732602291529398
4.042,-1.744476800428652,-0.13147545271995653,-0.09665923810059525
4.142,-1.1865818005237756,-0.022074274810930036,-0.8064905762885629
4.242,2.164603354000535,-0.04776566817657556,0.24551839312228801
4.342,-0.5808178139308487,-0.09303822272915221,-0.3765567836014551
4.442,-6.003910739662367,0.48206702770564425,0.8445845394441026
4.542,1.9175406792614516,-0.5692400157155527,-0.8718828928415964
4.642,-0.3270974094379692,-0.1732719553915132,-0.37407934511453383
4.742,-1.6444034390462272,0.9029940219491123,0.8462319795503709
4.842,0.03420689401999715,-0.07864007410356813,-0.5853255484141808
4.942,-1.3313576451928602,-0.3997469508492832,-0.7765216112358265
5.042,-1.0867649625333615,0.10564093631158857,0.4328146760476539
5.142,0.4420289399732337,-0.6013858600675064,0.07024099424106378
5.242,0.826015730768306,-0.3604507198333947,0.06518614360894341
5.342,1.305823595491878,0.36354498565626414,0.9120746608525306
5.442,-0.624653573272407,-0.3755124593523327,-0.13768209796529626
5.542,1.2155633199571252,-0.554922450604013,0.34329806989418615
5.642,-1.4154000148539534,0.39567946671809595,0.21707485342832963
5.742,-0.6106555171194502,-0.6569865713327925,-0.6518918076223491
5.842,0.9208854338545343,-0.5292562086067732,0.12652920309833374
5.942,-0.24854853070361962,0.038728386979461404,-0.6119879616627646
6.042,0.11374881443501679,-0.1361638477125009,-0.7173759420718389
6.142,1.48212221604463,-0.2975009421247527,-0.07015784719914268
6.242,0.9972153376799798,-0.18872126779940798,-0.024709261099961834
6.342,-1.5619643189981611,-0.19272314659030615,0.09129150040044394
6.442,-0.02010654082846835,-0.15176884135929644,0.6260745381317303
6.541999999,0.6506763525654174,-0.12908233228363372,-0.1486500375791053
6.641999999,-0.36196434894819074,-0.17619531092538782,-0.2980514342902499
6.741999999,0.1703901797079215,-0.4430517690401069,0.21249670051359174
6.841999999,0.004681151793937074,-0.27174995787525125,-0.8220087115046963
6.941999999,-0.771920947372529,0.007070831750423058,-0.4583025371398885
7.041999999,0.6953842803384694,-0.1419107341311243,0.10053292800689083
7.141999999,-0.3283132451761752,-0.08765417435383405,0.2053479378111378
7.241999999,-0.4770525057994954,-0.06603584063954575,0.3960487057514004
7.341999999,-0.42987574899696546,-0.22225189224779557,0.44962455458010125
7.441999999,0.7648139289818873,-0.08326855729302064,-0.34871791858247
7.541999999,-1.7622060114488551,-0.3688797587860799,0.2090918966395523
7.641999999,0.8711539392707999,-0.8684971902788865,0.48246295668081585
7.741999999,-0.24613219030789768,-0.07266958523114342,-0.5226500175860159
7.841999999,0.24946924546641136,-0.06900887303890109,-0.048958261926927
7.941999999,-0.09004551751848221,-0.11904640458141041,-0.058170941111383635
8.041999999,-0.18700040960604428,-0.18158761333126222,-0.11651145031031414
8.141999999,-0.2036538853109488,-0.22384644141428542,0.4419027028198605
8.241999999,0.7355055837068283,-0.26403765514249566,0.3011228398380495
8.341999999,-0.7294122656093927,-0.12697962567013912,-0.12699259116233197
8.441999999,-0.3581937169558731,-0.24378032949987016,-0.6259695027343737
8.541999999,0.06605889810656705,0.1306871299496581,0.3841641746883581
8.641999999,0.2139229382333231,0.14579964447228796,-0.08381008411155753
8.741999999,-0.2876521398113983,-0.02447913812085312,-0.01261474177499169
8.841999999,-0.07113053063417459,0.08487460696808383,-0.047751986616697904
8.941999999,0.25663038647972963,0.07249164935446917,0.3102920937666114
9.041999999,-0.1287758287146544,-0.03819480158483737,-0.1734972073930936
9.141999999,-0.06622653269859759,0.004051819755747029,0.24030780663629045
9.241999999,0.21991588268806378,0.012240798446637776,0.025388926066376882
9.341999999,-0.06617824902138027,-0.05874238243058258,-0.2761594515806513
9.441999999,-0.007487368142518713,-0.08068292133147789,-0.13096936768227865
9.541999999,0.3347072620338148,-0.04337731806874744,0.6854105324240248
9.641999999,0.07448976037322352,0.0050884078888974085,-0.32204294432559605
9.741999999,-0.08283327578685146,-0.016525006071849126,-0.01326742766036384
9.841999999,0.0828629974893257,0.0707436429758233,0.04004470306801409
9.941999999,-0.07926483045400466,0.13701151291271454,-0.4300583418625343
10.041999999,-0.004410007899540771,0.053723575666615654,0.055881591804652866
10.141999999,-0.19309545734522526,0.06722146694165033,0.3253874461754624
10.241999999,-0.13298886865023343,0.07528373418248971,0.07913961047355338
10.341999999,-0.01666260848907246,-0.03944366213382046,-0.12633190389805
10.441999999,1.0980372858327223,0.4036255268178879,0.7209918470931448
