%time,field.header.seq,field.header.stamp,field.header.frame_id,field.state0,field.state1,field.state2,field.state3,field.state4,field.state5,field.state6,field.state7,field.state8,field.state9,field.state10,field.state11,field.state12,field.state13,field.state14,field.state15,field.state16,field.state17,field.state18,field.state19,field.state20,field.state21,field.state22,field.state23,field.state24,field.state25,field.state26,field.state27,field.state28
1736346547945613600,384,1736346547943388223,,0.0,0.0,0.23714838922023773,1.0,0.0,0.0,0.0,0.0,0.0,-1.6052204370498657,1.5319776562803328e-19,-4.523881789325479e-19,-7.080573433501407e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011777802137658,-0.0011777802137658,-0.0011777802137658,-0.0011777802137658,0.0001332780666416511,0.0001332780666416511,0.0001332780666416511,0.0001332780666416511
1736346547955625441,385,1736346547954785823,,0.0,0.0,0.23553921282291412,1.0,0.0,0.0,0.0,0.0,0.0,-1.6131317615509033,1.5319826969121906e-19,-4.52389833293773e-19,-7.07984377178584e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011776491301134229,-0.0011776491301134229,-0.0011776491301134229,-0.0011776491301134229,0.00012882266310043633,0.00012882266310043633,0.00012882266310043633,0.00012882266310043633
1736346547962028049,386,1736346547961624383,,0.0,0.0,0.23553921282291412,1.0,0.0,0.0,0.0,0.0,0.0,-1.6131317615509033,1.5319826969121906e-19,-4.52389833293773e-19,-7.07984377178584e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011776491301134229,-0.0011776491301134229,-0.0011776491301134229,-0.0011776491301134229,0.00012882266310043633,0.00012882266310043633,0.00012882266310043633,0.00012882266310043633
1736346547979534701,387,1736346547978301286,,0.0,0.0,0.23392213881015778,1.0,0.0,0.0,0.0,0.0,0.0,-1.621043086051941,1.5319201413783662e-19,-4.523692054772475e-19,-7.102743813710611e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011775228194892406,-0.0011775228194892406,-0.0011775228194892406,-0.0011775228194892406,0.00012361665721982718,0.00012361665721982718,0.00012361665721982718,0.00012361665721982718
1736346547985295546,388,1736346547984467983,,0.0,0.0,0.23392213881015778,1.0,0.0,0.0,0.0,0.0,0.0,-1.621043086051941,1.5319201413783662e-19,-4.523692054772475e-19,-7.102743813710611e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011775228194892406,-0.0011775228194892406,-0.0011775228194892406,-0.0011775228194892406,0.00012361665721982718,0.00012361665721982718,0.00012361665721982718,0.00012361665721982718
1736346547995870806,389,1736346547995046377,,0.0,0.0,0.2322971373796463,1.0,0.0,0.0,0.0,0.0,0.0,-1.628954291343689,1.5318711567764666e-19,-4.523530754553027e-19,-7.121885774941043e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011774020968005061,-0.0011774020968005061,-0.0011774020968005061,-0.0011774020968005061,0.00011775040911743417,0.00011775040911743417,0.00011775040911743417,0.00011775040911743417
1736346548002559253,390,1736346548001674175,,0.0,0.0,0.2322971373796463,1.0,0.0,0.0,0.0,0.0,0.0,-1.628954291343689,1.5318711567764666e-19,-4.523530754553027e-19,-7.121885774941043e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011774020968005061,-0.0011774020968005061,-0.0011774020968005061,-0.0011774020968005061,0.00011775040911743417,0.00011775040911743417,0.00011775040911743417,0.00011775040911743417
1736346548013681796,391,1736346548012802600,,0.0,0.0,0.2306642234325409,1.0,0.0,0.0,0.0,0.0,0.0,-1.6368656158447266,1.5318605585248683e-19,-4.523495599376993e-19,-7.126589474259885e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011772874277085066,-0.0011772874277085066,-0.0011772874277085066,-0.0011772874277085066,0.00011131374776596203,0.00011131374776596203,0.00011131374776596203,0.00011131374776596203
1736346548021149430,392,1736346548020039319,,0.0,0.0,0.2306642234325409,1.0,0.0,0.0,0.0,0.0,0.0,-1.6368656158447266,1.5318605585248683e-19,-4.523495599376993e-19,-7.126589474259885e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011772874277085066,-0.0011772874277085066,-0.0011772874277085066,-0.0011772874277085066,0.00011131374776596203,0.00011131374776596203,0.00011131374776596203,0.00011131374776596203
1736346548032304621,393,1736346548031274080,,0.0,0.0,0.22902339696884155,1.0,0.0,0.0,0.0,0.0,0.0,-1.6447769403457642,1.5318604292778976e-19,-4.523494565401228e-19,-7.1254357908394e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011771796271204948,-0.0011771796271204948,-0.0011771796271204948,-0.0011771796271204948,0.0001043953379848972,0.0001043953379848972,0.0001043953379848972,0.0001043953379848972
1736346548041253090,394,1736346548040908575,,0.0,0.0,0.22902339696884155,1.0,0.0,0.0,0.0,0.0,0.0,-1.6447769403457642,1.5318604292778976e-19,-4.523494565401228e-19,-7.1254357908394e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011771796271204948,-0.0011771796271204948,-0.0011771796271204948,-0.0011771796271204948,0.0001043953379848972,0.0001043953379848972,0.0001043953379848972,0.0001043953379848972
1736346548052853485,395,1736346548052486658,,0.0,0.0,0.22737467288970947,1.0,0.0,0.0,0.0,0.0,0.0,-1.6526881456375122,1.5318614632536633e-19,-4.52349870130429e-19,-7.124357441224357e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011770788114517927,-0.0011770788114517927,-0.0011770788114517927,-0.0011770788114517927,9.708197467261925e-05,9.708197467261925e-05,9.708197467261925e-05,9.708197467261925e-05
1736346548060673912,396,1736346548059113979,,0.0,0.0,0.22737467288970947,1.0,0.0,0.0,0.0,0.0,0.0,-1.6526881456375122,1.5318614632536633e-19,-4.52349870130429e-19,-7.124357441224357e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011770788114517927,-0.0011770788114517927,-0.0011770788114517927,-0.0011770788114517927,9.708197467261925e-05,9.708197467261925e-05,9.708197467261925e-05,9.708197467261925e-05
1736346548096913809,397,1736346548082506418,,0.0,0.0,0.22571802139282227,1.0,0.0,0.0,0.0,0.0,0.0,-1.6605994701385498,1.5318645651809603e-19,-4.523508524074065e-19,-7.123553163168161e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011769854463636875,-0.0011769854463636875,-0.0011769854463636875,-0.0011769854463636875,8.945806621341035e-05,8.945806621341035e-05,8.945806621341035e-05,8.945806621341035e-05
1736346548096945560,398,1736346548091469764,,0.0,0.0,0.22571802139282227,1.0,0.0,0.0,0.0,0.0,0.0,-1.6605994701385498,1.5318645651809603e-19,-4.523508524074065e-19,-7.123553163168161e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011769854463636875,-0.0011769854463636875,-0.0011769854463636875,-0.0011769854463636875,8.945806621341035e-05,8.945806621341035e-05,8.945806621341035e-05,8.945806621341035e-05
1736346548102912716,399,1736346548102134943,,0.0,0.0,0.22405347228050232,1.0,0.0,0.0,0.0,0.0,0.0,-1.6685107946395874,1.531865211415814e-19,-4.523511109013479e-19,-7.123757640640075e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011768999975174665,-0.0011768999975174665,-0.0011768999975174665,-0.0011768999975174665,8.160505967680365e-05,8.160505967680365e-05,8.160505967680365e-05,8.160505967680365e-05
1736346548113210758,400,1736346548111232042,,0.0,0.0,0.22405347228050232,1.0,0.0,0.0,0.0,0.0,0.0,-1.6685107946395874,1.531865211415814e-19,-4.523511109013479e-19,-7.123757640640075e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011768999975174665,-0.0011768999975174665,-0.0011768999975174665,-0.0011768999975174665,8.160505967680365e-05,8.160505967680365e-05,8.160505967680365e-05,8.160505967680365e-05
1736346548129503185,401,1736346548129099845,,0.0,0.0,0.22238101065158844,1.0,0.0,0.0,0.0,0.0,0.0,-1.676422119140625,1.531864694427931e-19,-4.523509041061947e-19,-7.124160855865394e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176822348497808,-0.001176822348497808,-0.001176822348497808,-0.001176822348497808,7.360101153608412e-05,7.360101153608412e-05,7.360101153608412e-05,7.360101153608412e-05
1736346548147123922,402,1736346548138862133,,0.0,0.0,0.22238101065158844,1.0,0.0,0.0,0.0,0.0,0.0,-1.676422119140625,1.531864694427931e-19,-4.523509041061947e-19,-7.124160855865394e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176822348497808,-0.001176822348497808,-0.001176822348497808,-0.001176822348497808,7.360101153608412e-05,7.360101153608412e-05,7.360101153608412e-05,7.360101153608412e-05
1736346548168915279,403,1736346548162399530,,0.0,0.0,0.22070062160491943,1.0,0.0,0.0,0.0,0.0,0.0,-1.684333324432373,1.5318641774400482e-19,-4.523507490098299e-19,-7.124347396716965e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011767527321353555,-0.0011767527321353555,-0.0011767527321353555,-0.0011767527321353555,6.552015111083165e-05,6.552015111083165e-05,6.552015111083165e-05,6.552015111083165e-05
1736346548172662127,404,1736346548167102813,,0.0,0.0,0.22070062160491943,1.0,0.0,0.0,0.0,0.0,0.0,-1.684333324432373,1.5318641774400482e-19,-4.523507490098299e-19,-7.124347396716965e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011767527321353555,-0.0011767527321353555,-0.0011767527321353555,-0.0011767527321353555,6.552015111083165e-05,6.552015111083165e-05,6.552015111083165e-05,6.552015111083165e-05
1736346548183242707,405,1736346548176425218,,0.0,0.0,0.2190123349428177,1.0,0.0,0.0,0.0,0.0,0.0,-1.6922446489334106,1.531865599156726e-19,-4.523512142989244e-19,-7.123378819218424e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011766912648454309,-0.0011766912648454309,-0.0011766912648454309,-0.0011766912648454309,5.7432531320955604e-05,5.7432531320955604e-05,5.7432531320955604e-05,5.7432531320955604e-05
1736346548187251634,406,1736346548185024976,,0.0,0.0,0.2190123349428177,1.0,0.0,0.0,0.0,0.0,0.0,-1.6922446489334106,1.531865599156726e-19,-4.523512142989244e-19,-7.123378819218424e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011766912648454309,-0.0011766912648454309,-0.0011766912648454309,-0.0011766912648454309,5.7432531320955604e-05,5.7432531320955604e-05,5.7432531320955604e-05,5.7432531320955604e-05
1736346548200350024,407,1736346548198317766,,0.0,0.0,0.217316135764122,1.0,0.0,0.0,0.0,0.0,0.0,-1.7001559734344482,1.5318805918053285e-19,-4.523561256838115e-19,-7.117947610578455e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011766378302127123,-0.0011766378302127123,-0.0011766378302127123,-0.0011766378302127123,4.9403759476263076e-05,4.9403759476263076e-05,4.9403759476263076e-05,4.9403759476263076e-05
1736346548210482293,408,1736346548207096338,,0.0,0.0,0.217316135764122,1.0,0.0,0.0,0.0,0.0,0.0,-1.7001559734344482,1.5318805918053285e-19,-4.523561256838115e-19,-7.117947610578455e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011766378302127123,-0.0011766378302127123,-0.0011766378302127123,-0.0011766378302127123,4.9403759476263076e-05,4.9403759476263076e-05,4.9403759476263076e-05,4.9403759476263076e-05
1736346548220611060,409,1736346548219614028,,0.0,0.0,0.2156120240688324,1.0,0.0,0.0,0.0,0.0,0.0,-1.7080671787261963,1.5318901560811612e-19,-4.523593310086851e-19,-7.114076170443545e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765924282371998,-0.0011765924282371998,-0.0011765924282371998,-0.0011765924282371998,4.1494728066027164e-05,4.1494728066027164e-05,4.1494728066027164e-05,4.1494728066027164e-05
1736346548232073449,410,1736346548230702877,,0.0,0.0,0.2156120240688324,1.0,0.0,0.0,0.0,0.0,0.0,-1.7080671787261963,1.5318901560811612e-19,-4.523593310086851e-19,-7.114076170443545e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765924282371998,-0.0011765924282371998,-0.0011765924282371998,-0.0011765924282371998,4.1494728066027164e-05,4.1494728066027164e-05,4.1494728066027164e-05,4.1494728066027164e-05
1736346548242434492,411,1736346548241438388,,0.0,0.0,0.21389999985694885,1.0,0.0,0.0,0.0,0.0,0.0,-1.7159785032272339,1.5318935165023997e-19,-4.523604166832391e-19,-7.112700790395616e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765548260882497,-0.0011765548260882497,-0.0011765548260882497,-0.0011765548260882497,3.376143649802543e-05,3.376143649802543e-05,3.376143649802543e-05,3.376143649802543e-05
1736346548252858928,412,1736346548251517772,,0.0,0.0,0.21389999985694885,1.0,0.0,0.0,0.0,0.0,0.0,-1.7159785032272339,1.5318935165023997e-19,-4.523604166832391e-19,-7.112700790395616e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765548260882497,-0.0011765548260882497,-0.0011765548260882497,-0.0011765548260882497,3.376143649802543e-05,3.376143649802543e-05,3.376143649802543e-05,3.376143649802543e-05
1736346548268097921,413,1736346548265405178,,0.0,0.0,0.21218006312847137,1.0,0.0,0.0,0.0,0.0,0.0,-1.7238898277282715,1.5318886051175126e-19,-4.523588140208023e-19,-7.11468242821115e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765247909352183,-0.0011765247909352183,-0.0011765247909352183,-0.0011765247909352183,2.625486013130285e-05,2.625486013130285e-05,2.625486013130285e-05,2.625486013130285e-05
1736346548280260425,414,1736346548273616075,,0.0,0.0,0.21218006312847137,1.0,0.0,0.0,0.0,0.0,0.0,-1.7238898277282715,1.5318886051175126e-19,-4.523588140208023e-19,-7.11468242821115e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765247909352183,-0.0011765247909352183,-0.0011765247909352183,-0.0011765247909352183,2.625486013130285e-05,2.625486013130285e-05,2.625486013130285e-05,2.625486013130285e-05
1736346548300557201,415,1736346548298202514,,0.0,0.0,0.21045222878456116,1.0,0.0,0.0,0.0,0.0,0.0,-1.731801152229309,1.5318824012629185e-19,-4.523567460692709e-19,-7.117147637311141e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176502206362784,-0.001176502206362784,-0.001176502206362784,-0.001176502206362784,1.9020861145691015e-05,1.9020861145691015e-05,1.9020861145691015e-05,1.9020861145691015e-05
1736346548313401209,416,1736346548310570240,,0.0,0.0,0.21045222878456116,1.0,0.0,0.0,0.0,0.0,0.0,-1.731801152229309,1.5318824012629185e-19,-4.523567460692709e-19,-7.117147637311141e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176502206362784,-0.001176502206362784,-0.001176502206362784,-0.001176502206362784,1.9020861145691015e-05,1.9020861145691015e-05,1.9020861145691015e-05,1.9020861145691015e-05
1736346548325675936,417,1736346548325291156,,0.0,0.0,0.2087164670228958,1.0,0.0,0.0,0.0,0.0,0.0,-1.7397123575210571,1.5318783946068264e-19,-4.523554019007755e-19,-7.119178780198823e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176486606709659,-0.001176486606709659,-0.001176486606709659,-0.001176486606709659,1.2100143976567779e-05,1.2100143976567779e-05,1.2100143976567779e-05,1.2100143976567779e-05
1736346548334440986,418,1736346548333470106,,0.0,0.0,0.2087164670228958,1.0,0.0,0.0,0.0,0.0,0.0,-1.7397123575210571,1.5318783946068264e-19,-4.523554019007755e-19,-7.119178780198823e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176486606709659,-0.001176486606709659,-0.001176486606709659,-0.001176486606709659,1.2100143976567779e-05,1.2100143976567779e-05,1.2100143976567779e-05,1.2100143976567779e-05
1736346548346568460,419,1736346548345640897,,0.0,0.0,0.20697279274463654,1.0,0.0,0.0,0.0,0.0,0.0,-1.7476236820220947,1.5318754219265e-19,-4.523544196237981e-19,-7.12016959910659e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176477875560522,-0.001176477875560522,-0.001176477875560522,-0.001176477875560522,5.5282666835410055e-06,5.5282666835410055e-06,5.5282666835410055e-06,5.5282666835410055e-06
1736346548356393282,420,1736346548355499744,,0.0,0.0,0.20697279274463654,1.0,0.0,0.0,0.0,0.0,0.0,-1.7476236820220947,1.5318754219265e-19,-4.523544196237981e-19,-7.12016959910659e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176477875560522,-0.001176477875560522,-0.001176477875560522,-0.001176477875560522,5.5282666835410055e-06,5.5282666835410055e-06,5.5282666835410055e-06,5.5282666835410055e-06
1736346548383343167,421,1736346548368285179,,0.0,0.0,0.20522122085094452,1.0,0.0,0.0,0.0,0.0,0.0,-1.7555350065231323,1.5318737417158808e-19,-4.523539026359152e-19,-7.120409232354377e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011764754308387637,-0.0011764754308387637,-0.0011764754308387637,-0.0011764754308387637,-6.643186907240306e-07,-6.643186907240306e-07,-6.643186907240306e-07,-6.643186907240306e-07
1736346548383362224,422,1736346548379251480,,0.0,0.0,0.20522122085094452,1.0,0.0,0.0,0.0,0.0,0.0,-1.7555350065231323,1.5318737417158808e-19,-4.523539026359152e-19,-7.120409232354377e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011764754308387637,-0.0011764754308387637,-0.0011764754308387637,-0.0011764754308387637,-6.643186907240306e-07,-6.643186907240306e-07,-6.643186907240306e-07,-6.643186907240306e-07
1736346548400783902,423,1736346548397643566,,0.0,0.0,0.20346172153949738,1.0,0.0,0.0,0.0,0.0,0.0,-1.7634462118148804,1.5318730954810273e-19,-4.523536958407621e-19,-7.120653887855861e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011764790397137403,-0.0011764790397137403,-0.0011764790397137403,-0.0011764790397137403,-6.452178240579087e-06,-6.452178240579087e-06,-6.452178240579087e-06,-6.452178240579087e-06
1736346548430416519,424,1736346548424582004,,0.0,0.0,0.20346172153949738,1.0,0.0,0.0,0.0,0.0,0.0,-1.7634462118148804,1.5318730954810273e-19,-4.523536958407621e-19,-7.120653887855861e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011764790397137403,-0.0011764790397137403,-0.0011764790397137403,-0.0011764790397137403,-6.452178240579087e-06,-6.452178240579087e-06,-6.452178240579087e-06,-6.452178240579087e-06
1736346548440077750,425,1736346548437613964,,0.0,0.0,0.2016943246126175,1.0,0.0,0.0,0.0,0.0,0.0,-1.771357536315918,1.5318730954810273e-19,-4.523536441419738e-19,-7.120709132646518e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011764882365241647,-0.0011764882365241647,-0.0011764882365241647,-0.0011764882365241647,-1.1814780918939505e-05,-1.1814780918939505e-05,-1.1814780918939505e-05,-1.1814780918939505e-05
1736346548455218933,426,1736346548447055816,,0.0,0.0,0.2016943246126175,1.0,0.0,0.0,0.0,0.0,0.0,-1.771357536315918,1.5318730954810273e-19,-4.523536441419738e-19,-7.120709132646518e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011764882365241647,-0.0011764882365241647,-0.0011764882365241647,-0.0011764882365241647,-1.1814780918939505e-05,-1.1814780918939505e-05,-1.1814780918939505e-05,-1.1814780918939505e-05
1736346548465012820,427,1736346548464132547,,0.0,0.0,0.19991901516914368,1.0,0.0,0.0,0.0,0.0,0.0,-1.7792688608169556,1.5318728369870859e-19,-4.523535924431855e-19,-7.120621601939243e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765025556087494,-0.0011765025556087494,-0.0011765025556087494,-0.0011765025556087494,-1.6736343241063878e-05,-1.6736343241063878e-05,-1.6736343241063878e-05,-1.6736343241063878e-05
1736346548470257022,428,1736346548469382047,,0.0,0.0,0.19991901516914368,1.0,0.0,0.0,0.0,0.0,0.0,-1.7792688608169556,1.5318728369870859e-19,-4.523535924431855e-19,-7.120621601939243e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765025556087494,-0.0011765025556087494,-0.0011765025556087494,-0.0011765025556087494,-1.6736343241063878e-05,-1.6736343241063878e-05,-1.6736343241063878e-05,-1.6736343241063878e-05
1736346548490161093,429,1736346548488753080,,0.0,0.0,0.19813579320907593,1.0,0.0,0.0,0.0,0.0,0.0,-1.7871801853179932,1.5318657284036967e-19,-4.523512142989244e-19,-7.123070309348518e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765215313062072,-0.0011765215313062072,-0.0011765215313062072,-0.0011765215313062072,-2.120565841323696e-05,-2.120565841323696e-05,-2.120565841323696e-05,-2.120565841323696e-05
1736346548502771257,430,1736346548497587919,,0.0,0.0,0.19813579320907593,1.0,0.0,0.0,0.0,0.0,0.0,-1.7871801853179932,1.5318657284036967e-19,-4.523512142989244e-19,-7.123070309348518e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765215313062072,-0.0011765215313062072,-0.0011765215313062072,-0.0011765215313062072,-2.120565841323696e-05,-2.120565841323696e-05,-2.120565841323696e-05,-2.120565841323696e-05
1736346548537031475,431,1736346548521565675,,0.0,0.0,0.19634465873241425,1.0,0.0,0.0,0.0,0.0,0.0,-1.7950913906097412,1.5318583613263662e-19,-4.523488361546634e-19,-7.126016937338525e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765448143705726,-0.0011765448143705726,-0.0011765448143705726,-0.0011765448143705726,-2.5215878849849105e-05,-2.5215878849849105e-05,-2.5215878849849105e-05,-2.5215878849849105e-05
1736346548537044240,432,1736346548525081157,,0.0,0.0,0.19634465873241425,1.0,0.0,0.0,0.0,0.0,0.0,-1.7950913906097412,1.5318583613263662e-19,-4.523488361546634e-19,-7.126016937338525e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765448143705726,-0.0011765448143705726,-0.0011765448143705726,-0.0011765448143705726,-2.5215878849849105e-05,-2.5215878849849105e-05,-2.5215878849849105e-05,-2.5215878849849105e-05
1736346548537372151,433,1736346548533712148,,0.0,0.0,0.19454561173915863,1.0,0.0,0.0,0.0,0.0,0.0,-1.8030027151107788,1.531855259399069e-19,-4.523478021788977e-19,-7.127318418510639e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765718227252364,-0.0011765718227252364,-0.0011765718227252364,-0.0011765718227252364,-2.8764305170625448e-05,-2.8764305170625448e-05,-2.8764305170625448e-05,-2.8764305170625448e-05
1736346548548753780,434,1736346548539646148,,0.0,0.0,0.19454561173915863,1.0,0.0,0.0,0.0,0.0,0.0,-1.8030027151107788,1.531855259399069e-19,-4.523478021788977e-19,-7.127318418510639e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011765718227252364,-0.0011765718227252364,-0.0011765718227252364,-0.0011765718227252364,-2.8764305170625448e-05,-2.8764305170625448e-05,-2.8764305170625448e-05,-2.8764305170625448e-05
1736346548557729163,435,1736346548550261497,,0.0,0.0,0.19273865222930908,1.0,0.0,0.0,0.0,0.0,0.0,-1.8109140396118164,1.531856681115747e-19,-4.523482674679922e-19,-7.127179947801588e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011766022071242332,-0.0011766022071242332,-0.0011766022071242332,-0.0011766022071242332,-3.185212699463591e-05,-3.185212699463591e-05,-3.185212699463591e-05,-3.185212699463591e-05
1736346548560384861,436,1736346548554184198,,0.0,0.0,0.19273865222930908,1.0,0.0,0.0,0.0,0.0,0.0,-1.8109140396118164,1.531856681115747e-19,-4.523482674679922e-19,-7.127179947801588e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011766022071242332,-0.0011766022071242332,-0.0011766022071242332,-0.0011766022071242332,-3.185212699463591e-05,-3.185212699463591e-05,-3.185212699463591e-05,-3.185212699463591e-05
1736346548576976365,437,1736346548574492931,,0.0,0.0,0.1909237802028656,1.0,0.0,0.0,0.0,0.0,0.0,-1.8188252449035645,1.5318583613263662e-19,-4.523488361546634e-19,-7.12671359567266e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176635385490954,-0.001176635385490954,-0.001176635385490954,-0.001176635385490954,-3.44841719197575e-05,-3.44841719197575e-05,-3.44841719197575e-05,-3.44841719197575e-05
1736346548585559713,438,1736346548583491802,,0.0,0.0,0.1909237802028656,1.0,0.0,0.0,0.0,0.0,0.0,-1.8188252449035645,1.5318583613263662e-19,-4.523488361546634e-19,-7.12671359567266e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176635385490954,-0.001176635385490954,-0.001176635385490954,-0.001176635385490954,-3.44841719197575e-05,-3.44841719197575e-05,-3.44841719197575e-05,-3.44841719197575e-05
1736346548613262042,439,1736346548602200269,,0.0,0.0,0.18910099565982819,1.0,0.0,0.0,0.0,0.0,0.0,-1.826736569404602,1.5318583613263662e-19,-4.523488361546634e-19,-7.126437371719373e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176671008579433,-0.001176671008579433,-0.001176671008579433,-0.001176671008579433,-3.666862903628498e-05,-3.666862903628498e-05,-3.666862903628498e-05,-3.666862903628498e-05
1736346548613277632,440,1736346548609895706,,0.0,0.0,0.18910099565982819,1.0,0.0,0.0,0.0,0.0,0.0,-1.826736569404602,1.5318583613263662e-19,-4.523488361546634e-19,-7.126437371719373e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176671008579433,-0.001176671008579433,-0.001176671008579433,-0.001176671008579433,-3.666862903628498e-05,-3.666862903628498e-05,-3.666862903628498e-05,-3.666862903628498e-05
1736346548623182925,441,1736346548621501207,,0.0,0.0,0.18727029860019684,1.0,0.0,0.0,0.0,0.0,0.0,-1.8346478939056396,1.5318573273506005e-19,-4.523484742631454e-19,-7.126334774251009e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176708610728383,-0.001176708610728383,-0.001176708610728383,-0.001176708610728383,-3.841675788862631e-05,-3.841675788862631e-05,-3.841675788862631e-05,-3.841675788862631e-05
1736346548631368570,442,1736346548626951694,,0.0,0.0,0.18727029860019684,1.0,0.0,0.0,0.0,0.0,0.0,-1.8346478939056396,1.5318573273506005e-19,-4.523484742631454e-19,-7.126334774251009e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176708610728383,-0.001176708610728383,-0.001176708610728383,-0.001176708610728383,-3.841675788862631e-05,-3.841675788862631e-05,-3.841675788862631e-05,-3.841675788862631e-05
1736346548646602135,443,1736346548645732879,,0.0,0.0,0.18543170392513275,1.0,0.0,0.0,0.0,0.0,0.0,-1.8425592184066772,1.5318578443384833e-19,-4.523486293595102e-19,-7.12648687679152e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176747726276517,-0.001176747726276517,-0.001176747726276517,-0.001176747726276517,-3.974261926487088e-05,-3.974261926487088e-05,-3.974261926487088e-05,-3.974261926487088e-05
1736346548652122185,444,1736346548651293754,,0.0,0.0,0.18543170392513275,1.0,0.0,0.0,0.0,0.0,0.0,-1.8425592184066772,1.5318578443384833e-19,-4.523486293595102e-19,-7.12648687679152e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001176747726276517,-0.001176747726276517,-0.001176747726276517,-0.001176747726276517,-3.974261926487088e-05,-3.974261926487088e-05,-3.974261926487088e-05,-3.974261926487088e-05
